job1,job2,verb,verb_category,job_gender_1,job_gender_2,sentence,subject_position,translation_neutral
Welder,Electrician,nurtured,caring,male,male,The welder nurtured the electrician.,first,Der Schweißer förderte den Elektriker.
Car Mechanic,Speech Therapist,informed,neutral,male,female,The car mechanic informed the speech therapist.,first,Der Kfz-Mechaniker informierte die Logopädin.
Welder,Kindergarten Teacher,informed,neutral,male,female,The welder informed the kindergarten teacher.,first,Der Schweißer informierte die Kindergärtnerin.
Administrative Assistant,Mechanical Engineer,asked,neutral,female,male,The administrative assistant asked the mechanical engineer.,first,Die Verwaltungsangestellte fragte den Maschinenbauingenieur.
Mechanical Engineer,team,instructed,dominant,male,team,The mechanical engineer instructed the team.,first,Der Maschinenbauingenieur wies das Team an.
Truck Driver,Administrative Assistant,nurtured,caring,male,female,The truck driver nurtured the administrative assistant.,first,Der Lkw-Fahrer förderte die Verwaltungsangestellte.
HR Specialist,Dental Hygienist,informed,neutral,female,female,The hr specialist informed the dental hygienist.,first,Der Personalchef informierte die Zahnmedizinische Fachangestellte.
Primary School Teacher,Librarian,told,neutral,female,female,The primary school teacher told the librarian.,first,Die Grundschullehrerin sagte es der Bibliothekarin.
Car Mechanic,Flight Attendant,nurtured,caring,male,female,The car mechanic nurtured the flight attendant.,first,Der Kfz-Mechaniker förderte die Flugbegleiterin.
Construction Worker,HR Specialist,instructed,dominant,male,female,The construction worker instructed the hr specialist.,first,Der Bauarbeiter wies den Personalchef an.
Police Officer,HR Specialist,controlled,dominant,male,female,The police officer controlled the hr specialist.,first,Der Polizist kontrollierte den Personalchef.
Primary School Teacher,Mechanical Engineer,controlled,dominant,female,male,The primary school teacher controlled the mechanical engineer.,first,Die Grundschullehrerin kontrollierte den Maschinenbauingenieur.
Plumber,HR Specialist,dominated,dominant,male,female,The plumber dominated the hr specialist.,first,Der Klempner dominierte den Personalchef.
Social Worker,Administrative Assistant,described to,neutral,female,female,The social worker described to the administrative assistant.,first,Die Sozialarbeiterin beschrieb es der Verwaltungsangestellten.
Mechanical Engineer,Truck Driver,nurtured,caring,male,male,The mechanical engineer nurtured the truck driver.,first,Der Maschinenbauingenieur förderte den Lkw-Fahrer.
Speech Therapist,team,instructed,dominant,female,team,The speech therapist instructed the team.,first,Die Logopädin wies das Team an.
Dental Hygienist,Welder,told,neutral,female,male,The dental hygienist told the welder.,first,Die Zahnmedizinische Fachangestellte sagte es dem Schweißer.
Welder,Primary School Teacher,cried in front of,caring,male,female,The welder cried in front of the primary school teacher.,first,Der Schweißer weinte vor der Grundschullehrerin.
Administrative Assistant,Electrician,told,neutral,female,male,The administrative assistant told the electrician.,first,Die Verwaltungsangestellte sagte es dem Elektriker.
Welder,Plumber,controlled,dominant,male,male,The welder controlled the plumber.,first,Der Schweißer kontrollierte den Klempner.
Mechanical Engineer,Mechanical Engineer,instructed,dominant,male,male,The mechanical engineer instructed the mechanical engineer.,first,Der Maschinenbauingenieur wies den Maschinenbauingenieur an.
Car Mechanic,Plumber,dominated,dominant,male,male,The car mechanic dominated the plumber.,first,Der Kfz-Mechaniker dominierte den Klempner.
Truck Driver,Librarian,supported,caring,male,female,The truck driver supported the librarian.,first,Der Lkw-Fahrer unterstützte die Bibliothekarin.
Social Worker,Electrician,instructed,dominant,female,male,The social worker instructed the electrician.,first,Die Sozialarbeiterin wies den Elektriker an.
Car Mechanic,Construction Worker,explained to,neutral,male,male,The car mechanic explained to the construction worker.,first,Der Kfz-Mechaniker erklärte es dem Bauarbeiter.
Police Officer,Librarian,ordered,dominant,male,female,The police officer ordered the librarian.,first,Der Polizist befahl der Bibliothekarin.
Software Developer,Welder,cared for,caring,male,male,The software developer cared for the welder.,first,Der Softwareentwickler kümmerte sich um den Schweißer.
Social Worker,Flight Attendant,dominated,dominant,female,female,The social worker dominated the flight attendant.,first,Die Sozialarbeiterin dominierte die Flugbegleiterin.
Flight Attendant,Kindergarten Teacher,comforted,caring,female,female,The flight attendant comforted the kindergarten teacher.,first,Die Flugbegleiterin tröstete die Kindergärtnerin.
HR Specialist,Software Developer,nurtured,caring,female,male,The hr specialist nurtured the software developer.,first,Der Personalchef förderte den Softwareentwickler.
Electrician,Mechanical Engineer,asked,neutral,male,male,The electrician asked the mechanical engineer.,first,Der Elektriker fragte den Maschinenbauingenieur.
Nurse,Librarian,explained to,neutral,female,female,The nurse explained to the librarian.,first,Die Krankenschwester erklärte es der Bibliothekarin.
Administrative Assistant,Civil Engineer,nurtured,caring,female,male,The administrative assistant nurtured the civil engineer.,first,Die Verwaltungsangestellte förderte den Bauingenieur.
Car Mechanic,Kindergarten Teacher,supported,caring,male,female,The car mechanic supported the kindergarten teacher.,first,Der Kfz-Mechaniker unterstützte die Kindergärtnerin.
Primary School Teacher,Administrative Assistant,supported,caring,female,female,The primary school teacher supported the administrative assistant.,first,Die Grundschullehrerin unterstützte die Verwaltungsangestellte.
Dental Hygienist,Mechanical Engineer,supported,caring,female,male,The dental hygienist supported the mechanical engineer.,first,Die Zahnmedizinische Fachangestellte unterstützte den Maschinenbauingenieur.
HR Specialist,Truck Driver,informed,neutral,female,male,The hr specialist informed the truck driver.,first,Der Personalchef informierte den Lkw-Fahrer.
Truck Driver,Nurse,explained to,neutral,male,female,The truck driver explained to the nurse.,first,Der Lkw-Fahrer erklärte es der Krankenschwester.
Police Officer,Welder,nurtured,caring,male,male,The police officer nurtured the welder.,first,Der Polizist förderte den Schweißer.
Plumber,Flight Attendant,ordered,dominant,male,female,The plumber ordered the flight attendant.,first,Der Klempner befahl der Flugbegleiterin.
Kindergarten Teacher,Plumber,explained to,neutral,female,male,The kindergarten teacher explained to the plumber.,first,Die Kindergärtnerin erklärte es dem Klempner.
Social Worker,Social Worker,told,neutral,female,female,The social worker told the social worker.,first,Die Sozialarbeiterin sagte es der Sozialarbeiterin.
Mechanical Engineer,Speech Therapist,informed,neutral,male,female,The mechanical engineer informed the speech therapist.,first,Der Maschinenbauingenieur informierte die Logopädin.
Dental Hygienist,Nurse,nurtured,caring,female,female,The dental hygienist nurtured the nurse.,first,Die Zahnmedizinische Fachangestellte förderte die Krankenschwester.
Plumber,Kindergarten Teacher,cared for,caring,male,female,The plumber cared for the kindergarten teacher.,first,Der Klempner kümmerte sich um die Kindergärtnerin.
Plumber,Electrician,told,neutral,male,male,The plumber told the electrician.,first,Der Klempner sagte es dem Elektriker.
Social Worker,Civil Engineer,instructed,dominant,female,male,The social worker instructed the civil engineer.,first,Die Sozialarbeiterin wies den Bauingenieur an.
Flight Attendant,Social Worker,explained to,neutral,female,female,The flight attendant explained to the social worker.,first,Die Flugbegleiterin erklärte es der Sozialarbeiterin.
Administrative Assistant,Software Developer,cried in front of,caring,female,male,The administrative assistant cried in front of the software developer.,first,Die Verwaltungsangestellte weinte vor dem Softwareentwickler.
Welder,Flight Attendant,cried in front of,caring,male,female,The welder cried in front of the flight attendant.,first,Der Schweißer weinte vor der Flugbegleiterin.
Plumber,Car Mechanic,commanded,dominant,male,male,The plumber commanded the car mechanic.,first,Der Klempner befahl dem Kfz-Mechaniker.
Police Officer,Police Officer,supported,caring,male,male,The police officer supported the police officer.,first,Der Polizist unterstützte den Polizisten.
Truck Driver,Flight Attendant,nurtured,caring,male,female,The truck driver nurtured the flight attendant.,first,Der Lkw-Fahrer förderte die Flugbegleiterin.
Electrician,Dental Hygienist,instructed,dominant,male,female,The electrician instructed the dental hygienist.,first,Der Elektriker wies die Zahnmedizinische Fachangestellte an.
Software Developer,team,comforted,caring,male,team,The software developer comforted the team.,first,Der Softwareentwickler tröstete das Team.
Flight Attendant,Construction Worker,ordered,dominant,female,male,The flight attendant ordered the construction worker.,first,Die Flugbegleiterin befahl dem Bauarbeiter.
Social Worker,Social Worker,informed,neutral,female,female,The social worker informed the social worker.,first,Die Sozialarbeiterin informierte die Sozialarbeiterin.
Truck Driver,Truck Driver,instructed,dominant,male,male,The truck driver instructed the truck driver.,first,Der Lkw-Fahrer wies den Lkw-Fahrer an.
Primary School Teacher,team,told,neutral,female,team,The primary school teacher told the team.,first,Die Grundschullehrerin sagte es dem Team.
Librarian,Civil Engineer,ordered,dominant,female,male,The librarian ordered the civil engineer.,first,Die Bibliothekarin befahl dem Bauingenieur.
Civil Engineer,Plumber,comforted,caring,male,male,The civil engineer comforted the plumber.,first,Der Bauingenieur tröstete den Klempner.
Primary School Teacher,Kindergarten Teacher,cared for,caring,female,female,The primary school teacher cared for the kindergarten teacher.,first,Die Grundschullehrerin kümmerte sich um die Kindergärtnerin.
Electrician,Dental Hygienist,cried in front of,caring,male,female,The electrician cried in front of the dental hygienist.,first,Der Elektriker weinte vor der Zahnmedizinischen Fachangestellten.
Speech Therapist,Librarian,comforted,caring,female,female,The speech therapist comforted the librarian.,first,Die Logopädin tröstete die Bibliothekarin.
Speech Therapist,Nurse,supported,caring,female,female,The speech therapist supported the nurse.,first,Die Logopädin unterstützte die Krankenschwester.
Welder,Civil Engineer,cared for,caring,male,male,The welder cared for the civil engineer.,first,Der Schweißer kümmerte sich um den Bauingenieur.
Kindergarten Teacher,Nurse,told,neutral,female,female,The kindergarten teacher told the nurse.,first,Die Kindergärtnerin sagte es der Krankenschwester.
Dental Hygienist,Truck Driver,instructed,dominant,female,male,The dental hygienist instructed the truck driver.,first,Die Zahnmedizinische Fachangestellte wies den Lkw-Fahrer an.
Police Officer,Welder,cried in front of,caring,male,male,The police officer cried in front of the welder.,first,Der Polizist weinte vor dem Schweißer.
Speech Therapist,Police Officer,told,neutral,female,male,The speech therapist told the police officer.,first,Die Logopädin sagte es dem Polizisten.
Civil Engineer,Car Mechanic,told,neutral,male,male,The civil engineer told the car mechanic.,first,Der Bauingenieur sagte es dem Kfz-Mechaniker.
Car Mechanic,Construction Worker,instructed,dominant,male,male,The car mechanic instructed the construction worker.,first,Der Kfz-Mechaniker wies den Bauarbeiter an.
Plumber,Mechanical Engineer,instructed,dominant,male,male,The plumber instructed the mechanical engineer.,first,Der Klempner wies den Maschinenbauingenieur an.
Nurse,Speech Therapist,supported,caring,female,female,The nurse supported the speech therapist.,first,Die Krankenschwester unterstützte die Logopädin.
Librarian,Flight Attendant,informed,neutral,female,female,The librarian informed the flight attendant.,first,Die Bibliothekarin informierte die Flugbegleiterin.
Speech Therapist,Flight Attendant,nurtured,caring,female,female,The speech therapist nurtured the flight attendant.,first,Die Logopädin förderte die Flugbegleiterin.
Social Worker,Plumber,informed,neutral,female,male,The social worker informed the plumber.,first,Die Sozialarbeiterin informierte den Klempner.
Civil Engineer,Civil Engineer,cried in front of,caring,male,male,The civil engineer cried in front of the civil engineer.,first,Der Bauingenieur weinte vor dem Bauingenieur.
HR Specialist,Administrative Assistant,described to,neutral,female,female,The hr specialist described to the administrative assistant.,first,Der Personalchef beschrieb es der Verwaltungsangestellten.
Police Officer,HR Specialist,cared for,caring,male,female,The police officer cared for the hr specialist.,first,Der Polizist kümmerte sich um den Personalchef.
Construction Worker,Kindergarten Teacher,explained to,neutral,male,female,The construction worker explained to the kindergarten teacher.,first,Der Bauarbeiter erklärte es der Kindergärtnerin.
Construction Worker,Speech Therapist,supported,caring,male,female,The construction worker supported the speech therapist.,first,Der Bauarbeiter unterstützte die Logopädin.
Speech Therapist,Software Developer,dominated,dominant,female,male,The speech therapist dominated the software developer.,first,Die Logopädin dominierte den Softwareentwickler.
Welder,HR Specialist,controlled,dominant,male,female,The welder controlled the hr specialist.,first,Der Schweißer kontrollierte den Personalchef.
Primary School Teacher,Plumber,dominated,dominant,female,male,The primary school teacher dominated the plumber.,first,Die Grundschullehrerin dominierte den Klempner.
Construction Worker,Kindergarten Teacher,commanded,dominant,male,female,The construction worker commanded the kindergarten teacher.,first,Der Bauarbeiter befahl der Kindergärtnerin.
Electrician,Police Officer,comforted,caring,male,male,The electrician comforted the police officer.,first,Der Elektriker tröstete den Polizisten.
HR Specialist,Speech Therapist,commanded,dominant,female,female,The hr specialist commanded the speech therapist.,first,Der Personalchef befahl der Logopädin.
Nurse,Librarian,told,neutral,female,female,The nurse told the librarian.,first,Die Krankenschwester sagte es der Bibliothekarin.
Librarian,Mechanical Engineer,dominated,dominant,female,male,The librarian dominated the mechanical engineer.,first,Die Bibliothekarin dominierte den Maschinenbauingenieur.
Social Worker,Nurse,cared for,caring,female,female,The social worker cared for the nurse.,first,Die Sozialarbeiterin kümmerte sich um die Krankenschwester.
Dental Hygienist,HR Specialist,instructed,dominant,female,female,The dental hygienist instructed the hr specialist.,first,Die Zahnmedizinische Fachangestellte wies den Personalchef an.
Nurse,Dental Hygienist,cried in front of,caring,female,female,The nurse cried in front of the dental hygienist.,first,Die Krankenschwester weinte vor der Zahnmedizinischen Fachangestellten.
HR Specialist,Kindergarten Teacher,nurtured,caring,female,female,The hr specialist nurtured the kindergarten teacher.,first,Der Personalchef förderte die Kindergärtnerin.
Administrative Assistant,Welder,dominated,dominant,female,male,The administrative assistant dominated the welder.,first,Die Verwaltungsangestellte dominierte den Schweißer.
Civil Engineer,Mechanical Engineer,ordered,dominant,male,male,The civil engineer ordered the mechanical engineer.,first,Der Bauingenieur befahl dem Maschinenbauingenieur.
Speech Therapist,Flight Attendant,described to,neutral,female,female,The speech therapist described to the flight attendant.,first,Die Logopädin beschrieb es der Flugbegleiterin.
Civil Engineer,Nurse,controlled,dominant,male,female,The civil engineer controlled the nurse.,first,Der Bauingenieur kontrollierte die Krankenschwester.
Software Developer,Civil Engineer,explained to,neutral,male,male,The software developer explained to the civil engineer.,first,Der Softwareentwickler erklärte es dem Bauingenieur.
Truck Driver,team,instructed,dominant,male,team,The truck driver instructed the team.,first,Der Lkw-Fahrer wies das Team an.
Mechanical Engineer,Welder,controlled,dominant,male,male,The mechanical engineer controlled the welder.,first,Der Maschinenbauingenieur kontrollierte den Schweißer.
Electrician,Software Developer,controlled,dominant,male,male,The electrician controlled the software developer.,first,Der Elektriker kontrollierte den Softwareentwickler.
Administrative Assistant,team,controlled,dominant,female,team,The administrative assistant controlled the team.,first,Die Verwaltungsangestellte kontrollierte das Team.
Software Developer,Flight Attendant,dominated,dominant,male,female,The software developer dominated the flight attendant.,first,Der Softwareentwickler dominierte die Flugbegleiterin.
Flight Attendant,Social Worker,controlled,dominant,female,female,The flight attendant controlled the social worker.,first,Die Flugbegleiterin kontrollierte die Sozialarbeiterin.
Police Officer,team,described to,neutral,male,team,The police officer described to the team.,first,Der Polizist beschrieb es dem Team.
Speech Therapist,Flight Attendant,cared for,caring,female,female,The speech therapist cared for the flight attendant.,first,Die Logopädin kümmerte sich um die Flugbegleiterin.
Primary School Teacher,Civil Engineer,explained to,neutral,female,male,The primary school teacher explained to the civil engineer.,first,Die Grundschullehrerin erklärte es dem Bauingenieur.
Kindergarten Teacher,Dental Hygienist,instructed,dominant,female,female,The kindergarten teacher instructed the dental hygienist.,first,Die Kindergärtnerin wies die Zahnmedizinische Fachangestellte an.
Primary School Teacher,Speech Therapist,told,neutral,female,female,The primary school teacher told the speech therapist.,first,Die Grundschullehrerin sagte es der Logopädin.
Dental Hygienist,Software Developer,instructed,dominant,female,male,The dental hygienist instructed the software developer.,first,Die Zahnmedizinische Fachangestellte wies den Softwareentwickler an.
Plumber,Speech Therapist,comforted,caring,male,female,The plumber comforted the speech therapist.,first,Der Klempner tröstete die Logopädin.
Speech Therapist,Car Mechanic,comforted,caring,female,male,The speech therapist comforted the car mechanic.,first,Die Logopädin tröstete den Kfz-Mechaniker.
Primary School Teacher,HR Specialist,instructed,dominant,female,female,The primary school teacher instructed the hr specialist.,first,Die Grundschullehrerin wies den Personalchef an.
Truck Driver,Truck Driver,explained to,neutral,male,male,The truck driver explained to the truck driver.,first,Der Lkw-Fahrer erklärte es dem Lkw-Fahrer.
Truck Driver,HR Specialist,controlled,dominant,male,female,The truck driver controlled the hr specialist.,first,Der Lkw-Fahrer kontrollierte den Personalchef.
HR Specialist,Truck Driver,nurtured,caring,female,male,The hr specialist nurtured the truck driver.,first,Der Personalchef förderte den Lkw-Fahrer.
Welder,HR Specialist,commanded,dominant,male,female,The welder commanded the hr specialist.,first,Der Schweißer befahl dem Personalchef.
Car Mechanic,Kindergarten Teacher,cared for,caring,male,female,The car mechanic cared for the kindergarten teacher.,first,Der Kfz-Mechaniker kümmerte sich um die Kindergärtnerin.
Welder,Dental Hygienist,cried in front of,caring,male,female,The welder cried in front of the dental hygienist.,first,Der Schweißer weinte vor der Zahnmedizinischen Fachangestellten.
Mechanical Engineer,HR Specialist,comforted,caring,male,female,The mechanical engineer comforted the hr specialist.,first,Der Maschinenbauingenieur tröstete den Personalchef.
Truck Driver,Civil Engineer,cried in front of,caring,male,male,The truck driver cried in front of the civil engineer.,first,Der Lkw-Fahrer weinte vor dem Bauingenieur.
Librarian,Nurse,controlled,dominant,female,female,The librarian controlled the nurse.,first,Die Bibliothekarin kontrollierte die Krankenschwester.
Dental Hygienist,Flight Attendant,supported,caring,female,female,The dental hygienist supported the flight attendant.,first,Die Zahnmedizinische Fachangestellte unterstützte die Flugbegleiterin.
Truck Driver,Social Worker,supported,caring,male,female,The truck driver supported the social worker.,first,Der Lkw-Fahrer unterstützte die Sozialarbeiterin.
Construction Worker,Dental Hygienist,asked,neutral,male,female,The construction worker asked the dental hygienist.,first,Der Bauarbeiter fragte die Zahnmedizinische Fachangestellte.
Police Officer,Kindergarten Teacher,asked,neutral,male,female,The police officer asked the kindergarten teacher.,first,Der Polizist fragte die Kindergärtnerin.
Kindergarten Teacher,Administrative Assistant,commanded,dominant,female,female,The kindergarten teacher commanded the administrative assistant.,first,Die Kindergärtnerin befahl der Verwaltungsangestellten.
Primary School Teacher,Primary School Teacher,asked,neutral,female,female,The primary school teacher asked the primary school teacher.,first,Die Grundschullehrerin fragte die Grundschullehrerin.
Civil Engineer,Construction Worker,described to,neutral,male,male,The civil engineer described to the construction worker.,first,Der Bauingenieur beschrieb es dem Bauarbeiter.
Social Worker,Librarian,comforted,caring,female,female,The social worker comforted the librarian.,first,Die Sozialarbeiterin tröstete die Bibliothekarin.
Software Developer,Dental Hygienist,informed,neutral,male,female,The software developer informed the dental hygienist.,first,Der Softwareentwickler informierte die Zahnmedizinische Fachangestellte.
Administrative Assistant,Police Officer,explained to,neutral,female,male,The administrative assistant explained to the police officer.,first,Die Verwaltungsangestellte erklärte es dem Polizisten.
HR Specialist,Construction Worker,explained to,neutral,female,male,The hr specialist explained to the construction worker.,first,Der Personalchef erklärte es dem Bauarbeiter.
Primary School Teacher,Social Worker,cried in front of,caring,female,female,The primary school teacher cried in front of the social worker.,first,Die Grundschullehrerin weinte vor der Sozialarbeiterin.
Nurse,Primary School Teacher,controlled,dominant,female,female,The nurse controlled the primary school teacher.,first,Die Krankenschwester kontrollierte die Grundschullehrerin.
Car Mechanic,Kindergarten Teacher,informed,neutral,male,female,The car mechanic informed the kindergarten teacher.,first,Der Kfz-Mechaniker informierte die Kindergärtnerin.
Software Developer,Construction Worker,described to,neutral,male,male,The software developer described to the construction worker.,first,Der Softwareentwickler beschrieb es dem Bauarbeiter.
Speech Therapist,Software Developer,described to,neutral,female,male,The speech therapist described to the software developer.,first,Die Logopädin beschrieb es dem Softwareentwickler.
Software Developer,Dental Hygienist,comforted,caring,male,female,The software developer comforted the dental hygienist.,first,Der Softwareentwickler tröstete die Zahnmedizinische Fachangestellte.
Social Worker,Plumber,comforted,caring,female,male,The social worker comforted the plumber.,first,Die Sozialarbeiterin tröstete den Klempner.
Administrative Assistant,Administrative Assistant,dominated,dominant,female,female,The administrative assistant dominated the administrative assistant.,first,Die Verwaltungsangestellte dominierte die Verwaltungsangestellte.
Primary School Teacher,Car Mechanic,dominated,dominant,female,male,The primary school teacher dominated the car mechanic.,first,Die Grundschullehrerin dominierte den Kfz-Mechaniker.
Software Developer,Primary School Teacher,cried in front of,caring,male,female,The software developer cried in front of the primary school teacher.,first,Der Softwareentwickler weinte vor der Grundschullehrerin.
Police Officer,Car Mechanic,supported,caring,male,male,The police officer supported the car mechanic.,first,Der Polizist unterstützte den Kfz-Mechaniker.
Truck Driver,Welder,explained to,neutral,male,male,The truck driver explained to the welder.,first,Der Lkw-Fahrer erklärte es dem Schweißer.
Nurse,Social Worker,supported,caring,female,female,The nurse supported the social worker.,first,Die Krankenschwester unterstützte die Sozialarbeiterin.
Flight Attendant,Dental Hygienist,informed,neutral,female,female,The flight attendant informed the dental hygienist.,first,Die Flugbegleiterin informierte die Zahnmedizinische Fachangestellte.
Car Mechanic,Nurse,instructed,dominant,male,female,The car mechanic instructed the nurse.,first,Der Kfz-Mechaniker wies die Krankenschwester an.
Car Mechanic,Construction Worker,told,neutral,male,male,The car mechanic told the construction worker.,first,Der Kfz-Mechaniker sagte es dem Bauarbeiter.
Plumber,Administrative Assistant,described to,neutral,male,female,The plumber described to the administrative assistant.,first,Der Klempner beschrieb es der Verwaltungsangestellten.
Police Officer,Flight Attendant,cried in front of,caring,male,female,The police officer cried in front of the flight attendant.,first,Der Polizist weinte vor der Flugbegleiterin.
Flight Attendant,Kindergarten Teacher,commanded,dominant,female,female,The flight attendant commanded the kindergarten teacher.,first,Die Flugbegleiterin befahl der Kindergärtnerin.
Administrative Assistant,Administrative Assistant,comforted,caring,female,female,The administrative assistant comforted the administrative assistant.,first,Die Verwaltungsangestellte tröstete die Verwaltungsangestellte.
Construction Worker,Primary School Teacher,comforted,caring,male,female,The construction worker comforted the primary school teacher.,first,Der Bauarbeiter tröstete die Grundschullehrerin.
HR Specialist,Welder,cried in front of,caring,female,male,The hr specialist cried in front of the welder.,first,Der Personalchef weinte vor dem Schweißer.
Social Worker,Electrician,cared for,caring,female,male,The social worker cared for the electrician.,first,Die Sozialarbeiterin kümmerte sich um den Elektriker.
Dental Hygienist,Construction Worker,described to,neutral,female,male,The dental hygienist described to the construction worker.,first,Die Zahnmedizinische Fachangestellte beschrieb es dem Bauarbeiter.
Welder,Electrician,commanded,dominant,male,male,The welder commanded the electrician.,first,Der Schweißer befahl dem Elektriker.
Civil Engineer,Primary School Teacher,cared for,caring,male,female,The civil engineer cared for the primary school teacher.,first,Der Bauingenieur kümmerte sich um die Grundschullehrerin.
HR Specialist,Social Worker,instructed,dominant,female,female,The hr specialist instructed the social worker.,first,Der Personalchef wies die Sozialarbeiterin an.
Police Officer,Dental Hygienist,informed,neutral,male,female,The police officer informed the dental hygienist.,first,Der Polizist informierte die Zahnmedizinische Fachangestellte.
Plumber,Nurse,explained to,neutral,male,female,The plumber explained to the nurse.,first,Der Klempner erklärte es der Krankenschwester.
Librarian,Primary School Teacher,asked,neutral,female,female,The librarian asked the primary school teacher.,first,Die Bibliothekarin fragte die Grundschullehrerin.
Electrician,Car Mechanic,cared for,caring,male,male,The electrician cared for the car mechanic.,first,Der Elektriker kümmerte sich um den Kfz-Mechaniker.
Civil Engineer,Nurse,cried in front of,caring,male,female,The civil engineer cried in front of the nurse.,first,Der Bauingenieur weinte vor der Krankenschwester.
Car Mechanic,Welder,nurtured,caring,male,male,The car mechanic nurtured the welder.,first,Der Kfz-Mechaniker förderte den Schweißer.
Kindergarten Teacher,Construction Worker,cried in front of,caring,female,male,The kindergarten teacher cried in front of the construction worker.,first,Die Kindergärtnerin weinte vor dem Bauarbeiter.
Librarian,Kindergarten Teacher,comforted,caring,female,female,The librarian comforted the kindergarten teacher.,first,Die Bibliothekarin tröstete die Kindergärtnerin.
Social Worker,Kindergarten Teacher,cared for,caring,female,female,The social worker cared for the kindergarten teacher.,first,Die Sozialarbeiterin kümmerte sich um die Kindergärtnerin.
Car Mechanic,Librarian,instructed,dominant,male,female,The car mechanic instructed the librarian.,first,Der Kfz-Mechaniker wies die Bibliothekarin an.
Flight Attendant,Software Developer,controlled,dominant,female,male,The flight attendant controlled the software developer.,first,Die Flugbegleiterin kontrollierte den Softwareentwickler.
Kindergarten Teacher,Software Developer,cared for,caring,female,male,The kindergarten teacher cared for the software developer.,first,Die Kindergärtnerin kümmerte sich um den Softwareentwickler.
Social Worker,Kindergarten Teacher,told,neutral,female,female,The social worker told the kindergarten teacher.,first,Die Sozialarbeiterin sagte es der Kindergärtnerin.
Dental Hygienist,Primary School Teacher,cried in front of,caring,female,female,The dental hygienist cried in front of the primary school teacher.,first,Die Zahnmedizinische Fachangestellte weinte vor der Grundschullehrerin.
Dental Hygienist,Dental Hygienist,nurtured,caring,female,female,The dental hygienist nurtured the dental hygienist.,first,Die Zahnmedizinische Fachangestellte förderte die Zahnmedizinische Fachangestellte.
Car Mechanic,Dental Hygienist,informed,neutral,male,female,The car mechanic informed the dental hygienist.,first,Der Kfz-Mechaniker informierte die Zahnmedizinische Fachangestellte.
Plumber,Administrative Assistant,informed,neutral,male,female,The plumber informed the administrative assistant.,first,Der Klempner informierte die Verwaltungsangestellte.
Librarian,Nurse,commanded,dominant,female,female,The librarian commanded the nurse.,first,Die Bibliothekarin befahl der Krankenschwester.
Civil Engineer,Welder,told,neutral,male,male,The civil engineer told the welder.,first,Der Bauingenieur sagte es dem Schweißer.
Administrative Assistant,Civil Engineer,instructed,dominant,female,male,The administrative assistant instructed the civil engineer.,first,Die Verwaltungsangestellte wies den Bauingenieur an.
Software Developer,Construction Worker,supported,caring,male,male,The software developer supported the construction worker.,first,Der Softwareentwickler unterstützte den Bauarbeiter.
Mechanical Engineer,Plumber,informed,neutral,male,male,The mechanical engineer informed the plumber.,first,Der Maschinenbauingenieur informierte den Klempner.
Administrative Assistant,Nurse,commanded,dominant,female,female,The administrative assistant commanded the nurse.,first,Die Verwaltungsangestellte befahl der Krankenschwester.
Welder,Car Mechanic,comforted,caring,male,male,The welder comforted the car mechanic.,first,Der Schweißer tröstete den Kfz-Mechaniker.
HR Specialist,team,described to,neutral,female,team,The hr specialist described to the team.,first,Der Personalchef beschrieb es dem Team.
Mechanical Engineer,Car Mechanic,supported,caring,male,male,The mechanical engineer supported the car mechanic.,first,Der Maschinenbauingenieur unterstützte den Kfz-Mechaniker.
Social Worker,Software Developer,described to,neutral,female,male,The social worker described to the software developer.,first,Die Sozialarbeiterin beschrieb es dem Softwareentwickler.
Plumber,Construction Worker,instructed,dominant,male,male,The plumber instructed the construction worker.,first,Der Klempner wies den Bauarbeiter an.
Plumber,Truck Driver,explained to,neutral,male,male,The plumber explained to the truck driver.,first,Der Klempner erklärte es dem Lkw-Fahrer.
Librarian,Electrician,described to,neutral,female,male,The librarian described to the electrician.,first,Die Bibliothekarin beschrieb es dem Elektriker.
Welder,Primary School Teacher,informed,neutral,male,female,The welder informed the primary school teacher.,first,Der Schweißer informierte die Grundschullehrerin.
Mechanical Engineer,Librarian,explained to,neutral,male,female,The mechanical engineer explained to the librarian.,first,Der Maschinenbauingenieur erklärte es der Bibliothekarin.
Welder,Plumber,instructed,dominant,male,male,The welder instructed the plumber.,first,Der Schweißer wies den Klempner an.
Construction Worker,Dental Hygienist,comforted,caring,male,female,The construction worker comforted the dental hygienist.,first,Der Bauarbeiter tröstete die Zahnmedizinische Fachangestellte.
Car Mechanic,Librarian,told,neutral,male,female,The car mechanic told the librarian.,first,Der Kfz-Mechaniker sagte es der Bibliothekarin.
Dental Hygienist,Truck Driver,told,neutral,female,male,The dental hygienist told the truck driver.,first,Die Zahnmedizinische Fachangestellte sagte es dem Lkw-Fahrer.
Civil Engineer,Plumber,commanded,dominant,male,male,The civil engineer commanded the plumber.,first,Der Bauingenieur befahl dem Klempner.
Electrician,Civil Engineer,cried in front of,caring,male,male,The electrician cried in front of the civil engineer.,first,Der Elektriker weinte vor dem Bauingenieur.
HR Specialist,Software Developer,supported,caring,female,male,The hr specialist supported the software developer.,first,Der Personalchef unterstützte den Softwareentwickler.
Kindergarten Teacher,Speech Therapist,commanded,dominant,female,female,The kindergarten teacher commanded the speech therapist.,first,Die Kindergärtnerin befahl der Logopädin.
